8/p4k2/1p1q2p1/4p3/2P3P1/1P2QP2/6K1/8 b - - 0 49,d6d4 e3d4 e5d4 f3f4,2086,crushing defensiveMove endgame queenEndgame short
4k3/2q3p1/7p/3pP1bP/1p6/pP1Q4/Pr2N3/K4R2 w - - 0 37,d3d5 b2a2 a1a2 c7c2 a2a1 c2b2,1768,attraction endgame fork long mate mateIn3 sacrifice
r1bq1rk1/ppp2ppp/3p1n2/2b1p3/2PnP3/P2P1N1P/1P2BPP1/RNBQ1RK1 b - - 0 8,f6h5 f3d4 c5d4 e2h5,1180,advantage discoveredAttack opening short
r3kb1r/ppqb1ppp/4pn2/3Pn3/8/1QN2N2/PPP1BPPP/R1B1K2R w KQkq - 3 10,c1f4 e5f3 e2f3 c7f4,1468,advantage discoveredAttack middlegame short
1r6/3k1Q2/1qp5/p5p1/3pNp2/5P2/PP6/K7 b - - 0 41,d7c8 e4d6 c8d8 f7e8 d8c7 e8e7,1390,endgame exposedKing long mate mateIn3
rnr3k1/2q2pp1/2p1p2p/1p2N3/2QP4/4P3/2R2PPP/2R3K1 w - - 0 22,c4b5 c6b5 c2c7 c8c7,1658,crushing middlegame short
r1b2rk1/pp1B1pbp/6p1/3QP3/5PPq/8/PPP4P/2KR2NR b - - 0 14,c8d7 d5d7 a8d8 g1f3,1669,equality middlegame short
8/8/8/3n1P2/5K2/1kp1N3/8/8 w - - 7 58,e3d5 c3c2 f4e5 c2c1q,817,advancedPawn crushing endgame knightEndgame promotion short
8/bp2kQp1/p3np1N/3r4/P1q3P1/5P2/1P5P/3R3K b - - 3 40,e7d6 h6f5 d6e5 d1e1 e5f4 f7e6 f4f3 f5h4,2448,crushing deflection exposedKing middlegame veryLong
1Q3rk1/p6p/1p2p1p1/3b1qr1/2P5/1P6/P2R1PPP/4RBK1 w - - 5 28,b8a7 d5g2 f1g2 f5f3 g1f1 f3g2,2269,crushing kingsideAttack long middlegame pin sacrifice
8/6pp/8/4p3/1Pk3PP/3p4/3K1P2/8 b - - 0 44,h7h6 b4b5 c4b5 d2d3 b5c6 d3e4,1583,crushing deflection endgame long pawnEndgame quietMove
r4rk1/1b2qp1p/p3p1n1/1p2PpQ1/2p2B1P/2P5/PPB2PP1/R3R1K1 w - - 1 21,g5f6 e7f6 e5f6 g6f4,1061,crushing middlegame short
8/8/6p1/p5p1/P1R4p/3r1k1P/1P3P2/5K2 w - - 0 42,c4c3 d3c3 b2c3 g5g4,2001,crushing endgame rookEndgame short
6k1/2Q2pbp/2P3p1/p7/8/B4B1P/P4PP1/q5K1 w - - 1 29,g1h2 g7e5 c7e5 a1e5,1107,advantage endgame fork short
6k1/Q6p/3p4/3Pp3/2q1Pp1b/P1N2P1b/5B1P/7K w - - 11 37,f2h4 c4f1 a7g1 h3g2,1261,endgame mate mateIn2 short
3Q4/pR3pk1/6p1/7p/2r2q2/2P2P2/P1P2P2/5K2 b - - 0 36,c4c3 b7b8 f4b8 d8b8,1730,advantage endgame quietMove short
8/5p1R/p3pbp1/1pQ5/3P4/1q1k1r2/5P1P/4R2K w - - 8 37,h1g2 f6d4 c5c1 f3f2,2360,crushing endgame short
5r2/5PR1/8/8/3p1kP1/2pK4/8/8 b - - 2 48,f4e5 g4g5 c3c2 d3c2 e5e6 g5g6 e6f6 g7g8 f8f7 g6f7,1787,advancedPawn crushing endgame quietMove rookEndgame veryLong
6k1/2r3p1/5p1p/2p5/p1R5/P3P3/5PPP/6K1 w - - 0 29,c4a4 c5c4 a4c4 c7c4,1189,crushing endgame quietMove rookEndgame short
Q7/4bk2/4pp1K/1r6/4n3/8/6P1/8 w - - 0 44,a8e4 e7f8 h6h7 b5h5,1541,endgame mate mateIn2 short
1rb2r1k/2pp1p2/p2b1p1p/1p1Bq3/4P1Q1/8/PPP2PPP/RN3RK1 w - - 0 18,b1c3 e5h2,1237,kingsideAttack mate mateIn1 middlegame oneMove
5rk1/p2r2pp/2p3b1/4Q3/4Pp2/1PPq4/P2N2PP/R2R2K1 w - - 2 31,e5e6 g6f7 e6d7 d3d7,1328,crushing defensiveMove middlegame short
r2qkb1r/ppp3pp/5n2/3p1b2/3Q4/1BP5/PP3PPP/RNB2RK1 b kq - 2 10,c7c5 d4e5 f8e7 e5f5,1938,advantage fork opening short
r4rk1/p2q2pp/1p1b4/2pPpp2/4R3/1P1Q1N1P/P1P2PP1/3R2K1 w - - 0 26,f3e5 f5e4 e5d7 e4d3,1535,crushing middlegame short
r5k1/1ppq1ppp/pn5B/4bR2/6Q1/1PPP3P/1P3PPK/RN2r3 w - - 9 18,f5e5 d7g4 h3g4 e1e5,1719,advantage intermezzo middlegame short
r4rk1/pp3pp1/2p2n2/3p3p/5P1q/2P1PQNb/PPB2P1P/R3R1K1 b - - 2 19,f6g4 g3f5 h4f2 f3f2,1361,advantage middlegame short
5r1k/1p2pQ1n/p2p4/5P2/6PP/1Bq5/P1P5/2K4R w - - 1 26,f7e7 c3a1 c1d2 a1h1,1081,advantage endgame short skewer
3r4/1k5p/p3Pqp1/3p4/PppN1r2/6P1/3Q1P1P/3R2K1 b - - 0 42,c4c3 d2f4 f6f4 g3f4,1152,advantage endgame short
2r1r1k1/1p1b2p1/q2bNn1B/p2p4/3n4/PPN4Q/2B2PPP/R3R1K1 w - - 0 21,h6g7 e8e6 h3h8 g8f7 c2g6 f7g6 h8h6 g6f7,2617,advantage middlegame veryLong
r1bq1rk1/ppp1bp1n/2n1p3/3p2BQ/3P4/2NBP3/PPP2PPP/R4RK1 b - - 2 11,h7g5 f2f4 f7f5 h5g6 g8h8 f4g5,2529,advantage kingsideAttack long middlegame
8/p1p3pk/b6p/P3p3/2P2r1b/8/2P1RP1P/2Q3K1 w - - 2 31,e2d2 f4g4 g1f1 a6c4 d2d3 e5e4,2020,advantage endgame long pin
2rq3k/p3b1pp/1p1p1r2/2pQ4/4PB2/2P3P1/P1P4P/3R1RK1 w - - 3 21,f4g5 f6f1 d1f1 e7g5,667,advantage discoveredAttack kingsideAttack middlegame short
r4rk1/1pq2p1p/p2b1np1/2p1pN2/2P5/1PN1Q3/P4PPP/3R1RK1 b - - 1 18,g6f5 e3g5 g8h8 g5f6,1520,crushing fork middlegame short
2r3k1/1p1N1p2/p4QN1/3q1n1p/3P3P/1P6/PK3PP1/8 b - - 0 32,d5d4 f6d4 f5d4 g6e7,1301,crushing endgame short
6k1/pp1q1pbp/2n3p1/6N1/2pPr3/2P5/PP1Q2PP/R5K1 b - - 1 23,g7h6 g5e4 h6d2 e4f6 g8f8 f6d7,1561,advantage fork long middlegame sacrifice
r2qk1nr/1pp2ppp/p1pb4/8/3QP1b1/5N2/PPP2PPP/RNB2RK1 w kq - 1 8,f3g5 d6h2 g1h2 d8d4,1449,crushing discoveredAttack kingsideAttack opening short
8/pp2NQpk/7p/4q3/8/1P5P/P3nPPK/8 w - - 7 40,h2h1 e5a1 h1h2 a1g1,1287,endgame mate mateIn2 short
8/2b5/1p2p1k1/2p1P3/2Pp1PP1/B7/P1R1K3/7r w - - 1 45,e2f3 h1h3 f3g2 h3a3,1323,crushing endgame short skewer
r4rk1/p1p1bpp1/1pPp1q2/PB5p/4P1n1/2N3P1/1PP2P1P/R1BQR1K1 w - - 1 15,c3d5 f6f2 g1h1 f2h2,1182,kingsideAttack mate mateIn2 middlegame short
1r4k1/5p2/p2p3p/3N1rp1/8/1P4PP/P1P3P1/3R2K1 b - - 0 27,f5e5 d5f6 g8g7 f6d7 b8c8 d7e5,1648,advantage endgame fork long
6k1/5b1p/1R4p1/5p2/PP1b4/4rB2/6PP/5RK1 w - - 1 40,b6b8 e3e8 g1h1 e8b8,1348,advantage discoveredAttack endgame short
2r5/7p/6pk/1pN1nb2/1P1p1R2/P2P2P1/2B5/6K1 w - - 1 37,f4d4 e5f3 g1f2 f3d4,846,crushing endgame fork short
1r1q2k1/p2r3p/2p1bppb/2N1p3/2B4P/2n2P2/PPP2BP1/1K1RQ2R w - - 7 20,e1c3 d7d1 h1d1 d8d1,658,mate mateIn2 middlegame queensideAttack short
3r2k1/p1q2pp1/8/3p4/6rp/P2Q2P1/1P3PK1/R6R b - - 1 31,h4g3 d3h7 g8f8 h7f5,2443,advantage endgame short
r3r1k1/ppb2ppp/3q1n2/3pn3/3N4/1PN1P3/PB3PPP/R2Q1RK1 w - - 7 18,d4b5 e5f3 g1h1 d6h2,1173,discoveredAttack kingsideAttack mate mateIn2 middlegame short
r5k1/pp3p1p/5qp1/1PQ2b2/2Br4/P7/5PPP/3RR1K1 b - - 1 24,a8d8 d1d4 f6d4 e1e8 d8e8 c5d4,1684,advantage deflection long middlegame
8/5p1k/ppqp1Bp1/2b5/6Q1/3B3P/P4PPK/4r3 b - - 4 30,c5f2 g4h5 h7g8 h5h8,1854,endgame mate mateIn2 pin short
6k1/pp3pq1/2pb2p1/4N2p/3P4/7P/PP1Q1PP1/6K1 w - - 3 27,d2f4 f7f6 f4e4 f6e5,1659,advantage endgame short
2r5/2r4p/pk6/4p3/p1Rn4/2R1P1PN/PP2KP1P/8 w - - 1 37,e3d4 c7c4 c3c4 c8c4,1514,advantage endgame short
rn3rk1/p1p1nppp/1p4q1/2b1p1B1/2B1P2P/1Q3N2/PPP2PP1/R3K2R w KQ - 1 12,f3e5 g6e4 e1f1 e4e5,1054,advantage fork middlegame short
r4rk1/1p3pp1/p3p2p/2qp4/2P1n3/5N2/PP2QPPP/R3R1K1 b - - 2 16,c5c4 e2c4 d5c4 e1e4,1500,advantage capturingDefender discoveredAttack middlegame short
r1bqkb1r/ppp3pp/2n2n2/4PP2/3Pp3/2N5/PPP3PP/R1BQKB1R b KQkq - 0 8,f6d5 d1h5 g7g6 f5g6,1414,crushing master opening short
3r2k1/p5pp/1p6/5NP1/1N3n2/2P2b2/PPK5/4R3 b - - 0 28,g7g6 f5h6 g8f8 e1f1 f8e8 f1f3,1616,advantage endgame long
8/8/3p2k1/PRn1p3/2P5/1PK5/r7/8 b - - 0 62,a2a3 c3b2 a3a5 b5a5,2027,crushing endgame short
3r1rk1/pb1p2q1/4p1pp/2P5/1PB2p2/P1b1R1N1/Q4PPP/3R2K1 w - - 0 24,g3h5 g6h5 e3g3 f4g3,1483,crushing hangingPiece middlegame short
r4rk1/pp3p1p/5q2/2p4Q/2Pb1R2/3P2P1/PP3P1P/R5K1 b - - 0 19,f6g6 f4g4 g8h8 g4g6,1425,advantage master middlegame pin short
r2qkb1r/p1p3pp/2p2p2/4p3/3P1Bb1/4PN2/PPP2PPP/R2QK2R w KQkq - 0 10,f4g3 e5e4 h2h3 g4h5 g3h2 e4f3,1974,advantage long middlegame
r7/1pk2p2/2p4R/4bBB1/8/P7/1PP2Pb1/2K5 w - - 2 28,g5f6 e5f4 c1b1 f4h6,1058,crushing endgame fork short
5k2/p4p2/1pBP3p/4p3/2P5/1P2K2b/P6P/8 w - - 0 39,e3e4 h3g2 e4e5 g2c6,1142,advantage bishopEndgame endgame short skewer
8/8/1B1R4/4p1pk/2P1P1r1/5p2/2K5/8 w - - 0 67,c4c5 f3f2 d6d1 g4g1 c5c6 g1d1,2073,advancedPawn crushing endgame long
2r2r1k/6p1/2Np3p/3Qp1q1/1P6/5nPP/P1R2P2/2R4K b - - 4 33,c8c6 d5c6 g5f5 h1g2,2269,equality hangingPiece middlegame short
8/R4Rp1/4p2k/1p1pP2p/2rn4/5PKP/5P2/8 w - - 2 35,f7g7 d4f5 g3g2 f5g7,1046,crushing endgame fork short
5r1k/6pp/3Q3P/p3p3/Pp2B3/1P2Pb2/1K3qP1/7R w - - 2 37,b2c1 f8c8 c1b1 f3e4,2034,crushing endgame short
3qr1k1/1r1b1ppp/p7/2pP4/4RB2/1P1Q1N2/P1N2PPP/2b3K1 b - - 0 21,d7f5 e4e8 d8e8 d3f5,893,crushing discoveredAttack kingsideAttack middlegame short
3Q1k1r/p7/1p3p1q/4pB2/4P3/7p/PP6/1K6 b - - 1 40,f8g7 d8e7 g7g8 f5e6,1302,endgame mate mateIn2 short
r4rk1/1p2qbp1/p1p1pn1p/8/3N4/3B2Q1/PPP2PPP/R3R1K1 b - - 7 19,a8d8 d4f5 e6f5 e1e7,1585,crushing middlegame short
4Q1k1/r1qb1pp1/p1n4p/1p6/8/B1PB1N2/5PPP/3RR1K1 b - - 0 20,d7e8 e1e8,665,kingsideAttack mate mateIn1 middlegame oneMove
4rr1k/4b2n/2qp3Q/1pp5/p6P/5NR1/PPP3P1/5RK1 b - - 2 29,f8g8 f3e5 g8g3 e5c6,2325,crushing middlegame short
2r2k1r/2qpn1pp/2n1pp2/p7/1pN1P3/4P3/PPPQ2PP/1K1R1B1R w - - 0 19,d2d7 c8d8 d7d8 c6d8,1703,advantage master middlegame short
5rk1/2Qp2p1/1p5p/3q4/P4p2/8/2P1r1PP/R5RK w - - 0 29,c7b6 f4f3 b6b3 d5b3 c2b3 f3f2 g1f1 f8e8,2434,advancedPawn crushing defensiveMove endgame veryLong
1r1r2k1/pb3pp1/7p/2p5/2N5/1P2QP1P/P1q3P1/R3R1K1 w - - 0 24,e3c5 d8d2 c4d2 c2c5,1858,crushing middlegame short
1r3k2/ppQ2p2/5qn1/8/3p4/4r3/PPP5/2K3RR b - - 0 31,f6f4 h1h8 g6h8 c7f4,2150,crushing deflection middlegame short
8/7R/p2kp3/r2p3p/5P2/P3K3/1P6/8 w - - 0 39,h7h5 d5d4 e3d4 a5h5,1148,crushing discoveredAttack endgame rookEndgame short
1r5k/pp2Q2p/3p1p1B/2p5/2P5/5n1P/PP4PK/R4q2 w - - 7 31,g2f3 f1f2 h2h1 f2f3,1900,crushing endgame short
r4Bk1/pbp2ppp/1p3n2/4N1q1/P1BP4/4P1PP/2Q2P2/R4nK1 b - - 0 19,f1e3 c4f7 g8h8 c2c7,2123,crushing discoveredAttack middlegame short
8/8/1pkp2p1/2n1p2p/K1P1P2P/P5P1/1P3B2/8 w - - 1 33,a4b4 c5d3 b4b3 d3f2,995,crushing endgame fork short
4r1k1/r4p1p/pp3Q1B/2p5/3p2P1/1B1P1bqP/PPP4b/4RR1K w - - 0 26,f1f3 e8e1 f3f1 e1f1,1675,advantage hangingPiece kingsideAttack middlegame short
r6r/p3kp1p/b1p1p3/3NP1Q1/P2P4/3q4/2p2PPP/2R3K1 b - - 0 20,e7d7 g5e7 d7c8 e7c7,1017,mate mateIn2 middlegame short
2k3r1/pp1r1p1p/1qp1p1b1/2P1Q1B1/3P4/bP5P/P3KPP1/R2R4 b - - 0 21,b6b4 g5f4 c8d8 e5b8 d8e7 b8g8,1912,advantage long middlegame quietMove skewer
4b3/1pb3p1/p1p1p2p/2PpP1k1/PP1Pp3/4P3/4B1PP/4B1K1 b - - 5 25,e8h5 h2h4 g5g6 g2g4 h5g4 e2g4,1686,bishopEndgame crushing endgame long trappedPiece
4k3/5pr1/2n4p/2PpPRb1/6Pp/B2Q3P/8/1B2q1K1 w - - 2 31,f5f1 g5e3 g1h1 e1g3 d3e3 g3e3,1529,crushing long middlegame
4r2r/pppk2pp/2qpnp2/4PQ2/2N5/8/PP3PPP/3R1RK1 w - - 5 20,e5f6 c6c4 f6g7 h8g8,1944,advantage middlegame short
2R5/6pk/pp6/1b2PP2/6P1/4bBBp/1r5P/4K3 b - - 0 38,e3c5 g4g5 g7g6 c8c7,2288,crushing endgame quietMove short
2k1r3/2p5/p2b1p2/B2p1bpp/3Pr3/5N1P/PP3PP1/2R1RK2 w - - 0 22,f3d2 e4e1 c1e1 f5d3,1316,crushing middlegame short
8/8/p7/Pr4k1/1P1K1p2/1R6/8/8 w - - 0 41,d4c4 g5g4 c4d3 f4f3,1639,crushing endgame rookEndgame short
3r2k1/p2R2p1/1p2p1rp/3b1pq1/P1BQ1P2/1P4P1/7P/5RK1 b - - 0 26,g5f6 d4f6 g6f6 d7d8,1564,capturingDefender crushing kingsideAttack middlegame short
4r2k/pp5p/1bp3pB/2n1p1N1/2b1P3/P4P2/1P3KPP/R6R w - - 3 21,a1d1 c5e4 f2e1 b6f2,1899,doubleCheck mate mateIn2 middlegame short
1qr2r1k/p5pR/4Q1p1/8/3b4/1PN1P3/P2K1PP1/2R5 b - - 0 26,h8h7 c1h1 b8h2 h1h2,1309,mate mateIn2 middlegame short
3r4/4kp2/p1B2R1Q/8/8/2P1P3/Pr1q1PP1/R4K2 w - - 6 26,h6f4 d2d1 a1d1 d8d1,1386,mate mateIn2 middlegame sacrifice short
1R3bk1/7p/r1p1p1pB/4p3/8/p1PP1PP1/3PK2P/8 b - - 4 29,a3a2 b8f8,985,endgame mate mateIn1 oneMove
5rk1/N6p/4R1pb/p2pP1q1/P2P4/6Br/4Q1P1/5RK1 b - - 0 32,f8f1 e2f1 g5e3 g3f2,1302,crushing middlegame short
r3kb1r/ppp1pppp/5n2/6N1/6P1/2N4n/PPP3PP/R1BQ1RqK w kq - 7 13,f1g1 h3f2,938,mate mateIn1 oneMove opening smotheredMate
8/rkp5/8/2K3p1/8/7P/8/R7 w - - 0 51,a1a7 b7a7 c5c6 a7b8,1013,crushing defensiveMove endgame short
1r5k/1b5r/2pR4/4p3/8/8/QP2q1PP/3R3K b - - 8 44,c6c5 d6d8 b8d8 d1d8 h8g7 a2g8 g7f6 d8d6 f6f5 g8h7,2153,crushing exposedKing middlegame veryLong
r3k2r/pp1q1p2/3b1p1p/2pPp3/4N3/8/PPP2PPP/R2Q1RK1 b kq - 1 14,f6f5 e4f6 e8e7 f6d7,835,crushing fork master middlegame short
Rnk3r1/2pn3p/8/1N2p3/8/4P1rP/5RB1/6K1 b - - 2 26,g3h3 b5a7 c8d8 a7c6,1715,crushing middlegame short
3r3r/1p6/p1k5/P1p1bB1p/4P2q/8/1PP1Q2P/5RBK b - - 7 29,d8d6 e2c4 e5d4 e4e5,2483,crushing middlegame short
5rk1/p2p1pbp/2p3p1/qrn1p3/P1Q5/1P2B2P/4NPP1/R4RK1 b - - 0 21,b5b4 c4c5 a5c5 e3c5,1580,advantage middlegame short
2k2r2/ppp1p3/4p3/1P2Q3/P1P4p/6p1/6PP/4Rq1K w - - 1 31,e1f1 f8f1,705,endgame mate mateIn1 oneMove queenRookEndgame
3r4/1p4k1/2n3b1/p2P2N1/2P1p2R/P7/5PP1/6K1 b - - 1 32,c6e5 g5e6 g7f6 e6d8,996,crushing endgame fork short
r3k2r/1bp1b1pp/1p2pp2/pP1q4/8/2PB4/PB3PPP/RN1QR1K1 w kq - 2 16,d3e4 d5d1 e1d1 b7e4,1188,advantage discoveredAttack middlegame short
8/4k3/2R1P3/2Pp4/4r2p/3K2pP/6P1/8 b - - 0 55,e4e6 c6e6 e7e6 d3d4,1780,crushing endgame rookEndgame short zugzwang
r4r2/5p2/2p1pqpk/p1Pp2NP/1p1P1P2/1P2n2Q/P5P1/R4RK1 b - - 2 27,e3f1 h5g6 h6g7 h3h7,1444,discoveredAttack mate mateIn2 middlegame short
5k2/4qp2/3p1b2/2p1pPB1/4P3/3P1BK1/1pP5/7Q b - - 0 39,f6g5 h1h8,600,endgame mate mateIn1 oneMove
8/7p/3pqk2/PQp5/5p2/5P2/4r1PP/3R3K w - - 0 39,a5a6 e2e1 b5f1 e1f1,727,crushing endgame master short
5kr1/p6p/4r3/2Pp1p2/3q4/2P1R1P1/P4K1P/RNB5 b - - 0 29,d4c5 c1a3 c5a3 b1a3,920,advantage master middlegame pin short
1n3rk1/1p2bppp/4pn2/3p2B1/q7/1P1P4/P1P2PPP/R2Q1RK1 b - - 0 14,a4g4 d1g4 f6g4 g5e7,1629,advantage middlegame short
1r4k1/5ppp/2N5/1n6/2b2P2/8/2P2KPP/4R3 b - - 1 34,b8c8 c6e7 g8f8 e7c8,888,advantage endgame fork short
4r1k1/p4pp1/2Qp3p/8/3P2q1/P1P5/1B3n1P/5R1K w - - 0 24,f1f2 e8e1 f2f1 e1f1,1420,endgame mate mateIn2 short
r1bqk2r/pp3ppp/2n1p3/2b5/4P3/2n2N2/PPQ2PPP/R1B1KB1R w KQkq - 0 9,c2c3 c5b4 c1d2 b4c3,1403,crushing opening pin short
4r3/pp3k2/1r1p2pp/3P4/P1P2PPb/1P2p3/4N1K1/1R3R2 w - - 0 34,e2g3 e3e2 g3e2 e8e2,1449,advancedPawn advantage endgame short
r4rk1/pb2qpp1/1p2p2p/2pnP2P/4Q1P1/3B1N2/PPP5/2KR3R b - - 1 18,d5f6 e5f6 b7e4 f6e7,1459,advancedPawn advantage middlegame short
r1bq1rk1/ppp1bppp/2n1pn2/6B1/3P4/2NB1N2/PPP2PPP/R2QK2R b KQ - 6 8,c6d4 f3d4 d8d4 d3h7 f6h7 d1d4,1656,advantage discoveredAttack kingsideAttack long opening
5r1k/6r1/p3Q3/1pp5/5q2/2P2b2/PP4PP/4RRK1 w - - 0 30,f1f3 g7g2 g1g2 f4f3,2190,advantage attraction endgame intermezzo short
1r3rk1/1p2pp1p/p1b2bp1/3Bn3/2P5/PPN3Pq/2Q1PP1P/1RB2RK1 w - - 1 19,f2f4 e5g4 e2e3 f6c3 d5c6 b7c6,1795,advantage discoveredAttack long middlegame
r6k/pp4bp/3qp2p/3p4/b2n4/3BQP2/PP3P1P/2R3RK b - - 3 21,a8f8 g1g7 h8g7 e3d4,1537,attraction capturingDefender crushing kingsideAttack middlegame short
4r1rk/pbqn2pp/1p1N1p2/8/3PpP1N/6Q1/PP4PP/R1B2RK1 b - - 0 20,c7d6 h4g6 h7g6 g3h3,1267,mate mateIn2 middlegame sacrifice short
5rk1/pp2n1pp/3r4/3P1p2/4pP2/P3K2P/1P6/2RR1B2 b - - 2 23,e7d5 d1d5 d6d5 f1c4 f8d8 c1d1,1845,advantage endgame long pin sacrifice
2k5/5p2/1PP1p3/8/2N3pr/1K6/8/8 b - - 1 46,g4g3 c4d6 c8d8 c6c7,1790,advancedPawn crushing endgame master short
r1b1r2k/pp1nNp1p/n2P2p1/2p1N1B1/4pP2/8/Pb2B1PP/R4RK1 b - - 1 18,d7e5 g5f6,1041,mate mateIn1 middlegame oneMove
8/2pk4/P1r5/8/2N1p1p1/1PP1PnP1/8/R6K w - - 11 48,a6a7 c6h6 h1g2 h6h2 g2f1 h2h1,1261,crushing endgame exposedKing long
r1b1k1nr/pppp2pp/2n5/2b1P3/8/5NP1/PqPNP1BP/R2Q1R1K b kq - 3 11,c6e5 a1b1 b2a2 f3e5,2075,advantage opening short
1r4k1/2p2ppp/8/1q1P4/7P/P3P3/3Q1PP1/1r1RKR2 w - - 14 33,f2f4 b1b2 f1f2 b2d2,1936,advantage endgame short
r1b1k2r/pp1p1ppp/1q2p3/8/2NnP1n1/8/PP2QPPP/R1B1KB1R b KQkq - 1 10,b6b4 c1d2 d4e2 d2b4,1586,advantage defensiveMove opening short
5rk1/6pp/8/2Q1r3/5q1P/4p3/PP2R1P1/4R1K1 w - - 4 35,c5c2 f4h4 c2b3 g8h8 b3e3 e5e3,2207,crushing endgame long
1bbqr1k1/r4ppp/2p2nn1/1PNp4/3Pp3/1Q2P1P1/1B2NPBP/R4RK1 b - - 0 20,b8c7 a1a7,1318,crushing hangingPiece middlegame oneMove
8/6bk/6p1/7p/2Q3P1/P5nP/1r6/6K1 w - - 1 46,g4h5 g7d4 c4d4 g3e2 g1f1 e2d4,1837,attraction crushing endgame exposedKing fork long master sacrifice
8/8/bK6/P7/2p2k2/2P5/8/8 b - - 1 45,f4e4 b6a6 e4d3 a6b5 d3c3 a5a6 c3d3 a6a7 c4c3 a7a8q,1741,advancedPawn crushing endgame hangingPiece promotion veryLong
5rk1/p3ppbp/1q6/1NrP4/2P2PQ1/PP5P/6P1/3R1RK1 w - - 1 22,f4f5 c5c4 b5d4 c4d4,1813,advantage discoveredAttack middlegame short
6k1/R5p1/6K1/8/6PP/p7/8/r7 b - - 0 40,a3a2 a7a8,1484,endgame mate mateIn1 oneMove rookEndgame
5r2/pp3p2/5Nkp/1B2Q1r1/8/P7/1Pq4P/K6R w - - 3 30,e5e2 c2e2 b5e2 g6f6,1535,advantage middlegame short
r2qk2r/3b1pb1/3Bp2p/p2P2pn/1p6/1Q1B1N1P/PP3PP1/R4RK1 b kq - 1 21,d8b6 d5e6 b6d6 e6d7,1790,advancedPawn crushing middlegame short
rnbqkb1r/pp1p1p1p/6p1/2pP4/4n3/4BN2/PP3PPP/RN1QKB1R b KQkq - 0 7,d7d6 d1a4 b8d7 a4e4,1180,advantage fork opening short
r2r2k1/bpp2p1Q/p2q4/3bN3/3P4/6nP/PPB2PP1/4R1K1 b - - 1 25,g8f8 e5d7 d8d7 h7h8,2369,mate mateIn2 middlegame sacrifice short
2k5/ppp5/4p3/2p4P/4Pr2/3P3q/PPP5/1K5R w - - 0 34,h1h3 f4f1,619,backRankMate endgame mate mateIn1 oneMove rookEndgame
1r1r3k/5p1P/3R2pP/4qP2/PnP1P3/1P6/6Q1/1K4R1 w - - 0 38,f5g6 e5d6 g6f7 d6d3 b1b2 d3d2,2332,crushing exposedKing long middlegame
6k1/pb3ppp/3qp3/2p5/2R1P3/4BP1P/PP3QPK/3r4 w - - 3 25,f2g3 d1h1 h2h1 d6g3,1164,advantage deflection endgame short
r2q1rk1/pp1n1pbp/3p1np1/2pN2B1/4P3/3Q1B2/PPP2PPP/2KR3R w - - 6 13,f3g4 d7e5 d3h3 e5g4,1541,advantage fork middlegame short
r2q1r2/1b3pkp/1p1p1Np1/pPn5/2P1P3/P7/4B1PP/R2Q1RK1 b - - 0 21,c5e4 f6e4 b7e4 d1d4,1336,crushing middlegame short
5qk1/p5p1/2p5/1p6/1P2n2Q/P3P2P/2P3P1/6K1 b - - 0 42,f8f2 h4f2 e4f2 g1f2,857,crushing endgame short
r4rk1/1b3ppp/pb3q2/1p1N4/5N2/1P6/1P3PPP/R2QR1K1 b - - 2 22,f6c6 d5e7 g8h8 e7c6,961,crushing fork middlegame short
r2q4/6kp/p3p1p1/1p1b2N1/3P4/PP3R1P/3Q2P1/6K1 b - - 0 27,d5f3 g5e6 g7g8 e6d8,1026,crushing endgame fork short
8/6Np/5P2/3k2P1/2n3K1/p6P/4R3/5r2 w - - 0 49,g7f5 c4e5 g4h5 f1f5,1599,advantage deflection endgame master short
8/5Bpk/2pKR2p/p2n1P2/P6b/4r2P/8/8 b - - 6 42,e3c3 f7g6 h7h8 e6e8,1146,endgame mate mateIn2 short
r1b2rk1/ppp2pp1/2n2q1p/6N1/4B2P/1Pp5/P1Q2PP1/1K1R3R b - - 2 16,g8h8 e4c6 c8f5 c6e4,2137,advantage middlegame short
r1bq1rk1/1p2npp1/p1n4p/3p4/P1B4B/2P2N1P/5PP1/R2Q1RK1 w - - 0 14,c4d5 d8d5 d1d5 e7d5,1452,advantage opening short
r1bq1n1r/pp1k1pNp/2pbpn2/6B1/B2P4/8/PPP2PPP/R2QK1NR w KQ - 3 11,g7h5 d8a5 g5d2 a5h5 d1h5 f6h5,2039,advantage fork long opening
1rb1k2r/p1pp1p1p/1p2p1p1/4P1qn/6P1/2PBPQ2/PP3P1P/RN2K2R b KQk - 0 12,h5g7 f3f6 g5f6 e5f6,2253,crushing master middlegame short
2r2rk1/pp3p2/4p1p1/n2pq3/3Bn1Q1/2P4P/PP3P2/R3KBR1 b Q - 1 20,e5c7 g4h5 e6e5 d4e5,2368,crushing middlegame pin short
r1b5/1p2qprk/7p/p1p1P2n/2Pp2p1/P2P2B1/1P2B1PP/R3QRK1 w - - 3 22,h2h3 h5g3 e1g3 g4h3,1898,crushing middlegame short
5nk1/ppq3pp/2p5/3p1NP1/4rb1P/PP2P3/1BP3K1/3RQ3 b - - 0 28,g7g6 f5h6,1130,mate mateIn1 middlegame oneMove
